id,type,category,question,choice1,choice2,choice3,choice4,answer,explanation,hint
26,객관식,의생활·섬유·복식·패션,메타패션의 의미로 가장 적절한 것은?,옷감의 내약품성만 측정하는 활동,오직 조선시대 복식만 연구하는 활동,의복을 모두 손바느질로 제작하는 활동,가상공간이나 아바타를 대상으로 의복을 디자인·착용·표현하는 패션 활동,4,"메타패션은 디지털 환경, 아바타, 가상 의복과 관련된다.",힌트: 메타버스와 패션을 연결해 보세요.
27,객관식,의생활·섬유·복식·패션,의복 내 기후를 구성하는 세 요소로 옳은 것은?,"온도, 습도, 기류","색상, 무늬, 가격","길이, 폭, 두께만","브랜드, 유행, 광고",1,"의복의 쾌적성은 의복 내 온도, 습도, 기류와 관련된다.",힌트: 몸과 옷 사이의 미세한 환경입니다.
28,객관식,의생활·섬유·복식·패션,겨울철 겹쳐 입기가 보온에 효과적인 가장 중요한 이유는?,땀 배출이 완전히 차단되기 때문,옷 색이 모두 검은색으로 변하기 때문,의복 사이에 정지 공기층이 형성되어 열전달이 줄어들기 때문,섬유가 모두 금속으로 변하기 때문,3,겹쳐 입기는 공기층을 형성하여 열 손실을 줄인다.,힌트: 공기는 열전도율이 낮습니다.
29,객관식,의생활·섬유·복식·패션,"옷깃, 네크라인, 소맷부리, 포켓 둘레 등에 좁은 띠 형태로 장식하는 트리밍은?",시접,다트,브레이드,플리츠,3,브레이드는 가장자리 장식에 쓰이는 좁은 장식띠이다.,힌트: 가장자리 장식용 좁은 띠입니다.
30,객관식,의생활·섬유·복식·패션,조선 시대 관복에서 관등과 직위를 나타내기 위해 가슴과 등에 부착한 장식은?,흉배,두루마기,버선,족두리,1,흉배는 관복의 가슴과 등에 부착되어 신분과 관직을 나타냈다.,힌트: 동물 문양이 새겨진 사각형 장식입니다.
31,객관식,주생활·주거복지·실내환경,사람의 몸을 둘러싸며 사회적 관계에 따라 필요한 거리가 달라지는 심리적 공간은?,임대차계약,공유경제,주거급여,개인공간,4,개인공간은 대상과의 관계에 따라 달라지는 보이지 않는 심리적 공간이다.,힌트: 가까운 사람과 낯선 사람에게 허용하는 거리가 다릅니다.
32,객관식,주생활·주거복지·실내환경,객관적 밀도와 주관적 혼잡의 차이로 옳은 것은?,밀도와 혼잡은 항상 같은 뜻이다,"밀도는 객관적 지표, 혼잡은 주관적 심리 경험이다",혼잡은 면적을 수치로만 나타낸 것이다,밀도는 감정이고 혼잡은 법률이다,2,"밀도는 공간당 사람 수 등 객관 지표이고, 혼잡은 개인이 느끼는 심리 경험이다.",힌트: 같은 공간에서도 어떤 사람은 답답하고 어떤 사람은 괜찮을 수 있습니다.
33,객관식,주생활·주거복지·실내환경,주거에서 프라이버시를 가장 바르게 설명한 것은?,항상 혼자 있는 상태,가구를 많이 배치하는 것,집을 넓게 짓는 기술,타인과의 접촉 정도를 원하는 수준으로 조절하는 능력 또는 상태,4,프라이버시는 고립이 아니라 접근과 접촉의 조절 개념이다.,힌트: ‘혼자 있음’보다 ‘조절’이 핵심입니다.
34,객관식,주생활·주거복지·실내환경,주거급여 중 노후 주택 상태를 조사해 경·중·대보수로 구분하고 수선비를 지원하는 것은?,실업급여,수선유지급여,기초연금,아동수당,2,수선유지급여는 자가가구의 주택 노후도에 따라 수선을 지원한다.,힌트: 집을 ‘수선’해 주는 주거급여입니다.
35,객관식,주생활·주거복지·실내환경,고령의 주택 소유자가 자신의 집을 담보로 노후 생활자금을 지급받는 제도는?,청약가점제,전세사기보증,주택연금,관리비 예치금,3,주택연금은 주택을 담보로 노후 현금 흐름을 확보하는 제도이다.,힌트: 집은 계속 살면서 매달 돈을 받는 구조입니다.
36,객관식,주생활·주거복지·실내환경,유니버설 디자인과 배리어프리 디자인의 차이를 가장 바르게 설명한 것은?,"배리어프리는 물리적 장애 제거, 유니버설 디자인은 처음부터 모두가 편리하게 쓰도록 설계",둘은 모두 장애물을 일부러 만드는 설계,유니버설 디자인은 노인만을 위한 설계,배리어프리는 색채 계획만 뜻한다,1,유니버설 디자인은 특정 집단을 넘어 모든 사용자를 고려한다.,"힌트: barrier-free는 장애 제거, universal은 모두를 위한 설계입니다."
37,객관식,주생활·주거복지·실내환경,공동주택 리모델링과 재건축의 차이로 옳은 것은?,리모델링은 반드시 철거를 의미한다,"리모델링은 기존 구조를 활용해 성능을 개선하고, 재건축은 철거 후 새로 짓는 것이다",재건축은 벽지 교체만 뜻한다,두 용어는 아무 차이가 없다,2,"리모델링은 구조를 유지하며 성능을 개선하고, 재건축은 철거 후 신축한다.","힌트: remodel은 고쳐 쓰기, rebuild는 다시 짓기입니다."
38,객관식,주생활·주거복지·실내환경,실내 조명 계획에서 눈부심을 줄이기 위해 직접 고려해야 할 요소로 적절하지 않은 것은?,식품의 수분활성도,휘도 차이,배광 방식,광원의 위치,1,"눈부심은 광원 위치, 휘도 차이, 배광 방식, 차광 등과 관련된다.",힌트: 식품 저장 개념은 조명 계획과 직접 관련이 없습니다.
39,객관식,주생활·주거복지·실내환경,한옥에서 창호를 통해 바깥 경치를 실내로 끌어들여 감상하는 미적 원리는?,응고,호화,차경,산패,3,차경은 외부 경관을 실내 경관의 일부처럼 끌어들이는 원리이다.,힌트: 바깥 경치를 ‘빌려온다’는 뜻입니다.
40,객관식,주생활·주거복지·실내환경,주택에서 사적 공간과 공적 공간을 적절히 분리해야 하는 이유로 가장 적절한 것은?,조명 사용을 금지하기 위해,모든 가족을 항상 분리하기 위해,가구 수를 무조건 줄이기 위해,개인의 사생활 보호와 가족 공동생활의 조화를 위해,4,공간 분리는 개인의 심리적 안정과 가족 상호작용의 균형을 돕는다.,힌트: 개인의 방과 거실의 기능 차이를 생각하세요.
41,객관식,가족생활·인간발달·가족상담,피아제 이론에서 유아가 타인의 관점을 충분히 고려하지 못하고 자기 관점에서 세계를 이해하는 특성은?,자기중심성,보존개념,형식적 조작,탈중심화,1,자기중심성은 전조작기의 대표적 인지 특성이다.,힌트: ‘남도 나처럼 본다’고 생각하는 경향입니다.
42,객관식,가족생활·인간발달·가족상담,비고츠키가 아동의 혼잣말을 피아제와 다르게 해석한 설명으로 옳은 것은?,인지적 미성숙의 증거일 뿐이다,사회성이 전혀 없다는 증거이다,사고와 행동을 조절하는 자기조절적 언어이다,언어 발달이 멈춘 상태이다,3,비고츠키는 혼잣말을 사고와 행동 조절을 위한 사적 언어로 보았다.,힌트: 아이가 혼잣말로 자기 행동을 안내한다고 생각하세요.
43,객관식,가족생활·인간발달·가족상담,엘킨드 이론에서 청소년이 ‘나는 특별해서 위험한 일이 나에게는 일어나지 않는다’고 믿는 특성은?,상상적 청중,개인적 우화,대상영속성,애착 안정성,2,개인적 우화는 자신을 특별하고 예외적인 존재로 여기는 청소년기 인지 특성이다.,힌트: ‘나만은 예외’라고 믿는 사고입니다.
44,객관식,가족생활·인간발달·가족상담,청소년이 주변 사람들이 모두 자신을 주목하고 평가한다고 느끼는 인지적 특성은?,보존개념,개인적 우화,동일시,상상적 청중,4,상상적 청중은 타인이 자신에게 과도하게 관심을 가진다고 느끼는 특성이다.,힌트: 실제 관객이 없는데도 관객이 있다고 느끼는 것입니다.
45,객관식,가족생활·인간발달·가족상담,미누친의 구조적 가족치료에서 구성원 간 정서적 밀착이 지나치고 개인의 자율성이 약한 가족 경계는?,유리된 경계,밀착된 경계,명료한 경계,개방형 경계,2,밀착된 경계는 가족 간 관계가 지나치게 얽혀 자율성이 약한 상태이다.,힌트: ‘너도 나이고 나도 너’ 같은 분위기를 떠올리세요.
46,객관식,가족생활·인간발달·가족상담,사티어의 의사소통 유형 중 자신의 감정과 욕구를 억누르고 타인을 지나치게 맞추는 유형은?,산만형,비난형,초이성형,회유형,4,회유형은 자기 욕구를 낮추고 타인의 기대에 맞추려 한다.,힌트: 갈등을 피하려고 무조건 맞춰 주는 유형입니다.
47,객관식,가족생활·인간발달·가족상담,고든의 부모효율성훈련에서 부모의 감정과 영향을 비난 없이 전달하는 의사소통 방법은?,나-전달법,너-비난법,명령법,회피법,1,나-전달법은 상대를 비난하지 않고 자신의 감정과 영향을 표현한다.,힌트: ‘너는 왜’보다 ‘나는 …해서 …하게 느낀다’입니다.
48,객관식,가족생활·인간발달·가족상담,"자녀 독립 후 부모가 상실감, 허무감, 역할 상실감을 경험하는 현상은?",역할 과부하,분리불안,빈둥지 증후군,개인적 우화,3,빈둥지 증후군은 자녀독립기에 나타날 수 있는 심리적 어려움이다.,힌트: 자녀가 떠난 뒤 집이 텅 빈 것처럼 느끼는 상태입니다.
49,객관식,가족생활·인간발달·가족상담,융의 분석심리학에서 남성의 무의식 속 여성적 측면을 가리키는 용어는?,페르소나,아니무스,아니마,원초아,3,"아니마는 남성의 무의식 속 여성적 측면이고, 아니무스는 여성의 무의식 속 남성적 측면이다.",힌트: anima는 남성 안의 여성성입니다.
50,객관식,가족생활·인간발달·가족상담,가족 회복탄력성을 가장 바르게 설명한 것은?,가족이 위기나 스트레스 후 기능을 회복하고 적응하며 성장하는 능력,가족이 절대 갈등하지 않는 상태,모든 가족원이 같은 직업을 갖는 것,가족관계를 끊는 능력,1,"가족 회복탄력성은 위기 후 회복, 적응, 성장을 포함한다.",힌트: 탄력성은 충격을 받은 뒤 다시 회복하는 힘입니다.
51,객관식,소비생활·가계재무·법·지속가능 생활,소비자 정보가 한 번 제공되면 여러 사람이 동시에 이용할 수 있고 한 사람의 이용이 다른 사람의 이용을 줄이지 않는 특성은?,소진성,희소성,배제성,공공재적 특성,4,소비자 정보는 비경합성과 비배제성을 가지므로 공공재적 특성이 있다.,힌트: 여러 사람이 같이 써도 줄어들지 않는 정보의 특성입니다.
52,객관식,소비생활·가계재무·법·지속가능 생활,소비자가 정보탐색 비용을 부담하지 않고 다른 소비자가 정보를 제공해 주기를 기대하는 현상은?,상징적 소비,무임승차 문제,과시소비,준거집단 효과,2,무임승차 문제는 정보의 공공재적 특성과 관련된다.,힌트: 비용은 내지 않고 혜택만 얻으려는 현상입니다.
53,객관식,소비생활·가계재무·법·지속가능 생활,소비자가 신뢰하는 리뷰를 참고해 몇 개 제품만 비교한 뒤 구매하는 방식은 어떤 문제해결에 가까운가?,무의사결정,포괄적 문제해결,자동적 반사,제한적 문제해결,4,어느 정도 정보탐색을 하지만 전면적인 탐색은 아니므로 제한적 문제해결에 해당한다.,"힌트: 습관 구매보다는 탐색이 있고, 포괄적 탐색보다는 좁습니다."
54,객관식,소비생활·가계재무·법·지속가능 생활,상조 상품 광고에서 중도 해약 환급 기준 등 중요한 정보를 누락했다면 소비자 보호 측면에서 어떤 문제가 되는가?,정상적인 품질표시,중요 정보 미제공 또는 부당한 표시·광고,소비자의 무조건 책임,정보 과잉 보호,2,중요 정보 누락은 소비자의 합리적 선택을 방해할 수 있다.,힌트: 광고가 중요한 조건을 숨기면 소비자가 오인할 수 있습니다.
55,객관식,소비생활·가계재무·법·지속가능 생활,부당 표시·광고로 소비자 피해가 확대될 우려가 있을 때 최종 판단 전이라도 광고를 중지시키는 제도는?,내용증명,청약철회,임시중지명령,품질인증,3,임시중지명령은 피해 확산 방지를 위해 긴급하게 광고를 중지시키는 제도이다.,힌트: ‘임시’로 먼저 멈추게 하는 명령입니다.
56,객관식,소비생활·가계재무·법·지속가능 생활,가계재무관리에서 유동성과 수익성이 충돌할 수 있는 이유로 가장 적절한 것은?,"현금화가 쉬운 자산은 대체로 수익률이 낮고, 수익성이 높은 자산은 위험이나 기간 제약이 클 수 있기 때문",유동성이 높을수록 항상 수익률도 무한히 높아지기 때문,수익성은 현금화 가능성과 완전히 같은 뜻이기 때문,자산은 모두 같은 수익률을 갖기 때문,1,"유동성, 수익성, 안전성은 자산 선택에서 서로 균형이 필요하다.",힌트: 언제든 꺼내 쓸 수 있는 돈은 보통 높은 수익을 기대하기 어렵습니다.
57,객관식,소비생활·가계재무·법·지속가능 생활,은퇴 가계가 자산 대부분을 주택으로 보유하고 현금 흐름이 부족할 때 주택연금이 적합할 수 있는 이유는?,주택을 반드시 즉시 매각해야 하기 때문,주택을 처분하지 않고 거주를 유지하면서 정기적 현금 흐름을 확보할 수 있기 때문,노후 소득을 완전히 차단하기 때문,주거비를 무조건 증가시키기 때문,2,주택연금은 거주 안정과 노후 현금 흐름 확보를 동시에 고려할 수 있다.,힌트: 집은 있지만 현금이 부족한 은퇴 가계를 떠올리세요.
58,객관식,소비생활·가계재무·법·지속가능 생활,물질주의 소비 성향이 강할수록 삶의 만족도가 낮아질 수 있는 이유는?,소유와 소비를 행복 기준으로 삼을수록 새로운 욕구와 결핍감이 계속 생기기 때문,소비가 전혀 일어나지 않기 때문,브랜드가 모두 사라지기 때문,소비자가 법적으로 존재하지 않기 때문,1,물질주의는 소유와 소비를 통한 행복 추구가 강하지만 결핍감과 비교를 확대할 수 있다.,힌트: ‘더 많이 가져야 행복하다’는 기준은 끝이 없습니다.
59,객관식,소비생활·가계재무·법·지속가능 생활,상징적 소비의 의미로 가장 적절한 것은?,항상 최저가만 선택하는 소비,상품을 전혀 사용하지 않는 소비,상품의 실용 기능보다 이미지와 의미를 통해 정체성이나 사회적 위치를 표현하는 소비,법적으로 금지된 소비,3,"상징적 소비는 브랜드, 이미지, 의미, 정체성과 연결된다.",힌트: 제품의 기능보다 ‘무엇을 보여 주는가’가 중요합니다.
60,객관식,소비생활·가계재무·법·지속가능 생활,지속가능한 소비생활 지도에서 친환경 제품 구매만 강조하면 부족한 이유는?,폐기 단계는 교육 내용이 아니기 때문,구매 이후의 행동은 환경과 무관하기 때문,친환경 제품은 무조건 소비를 늘려야 하기 때문,"구매뿐 아니라 사용, 관리, 공유, 수리, 재사용, 폐기 전 과정의 영향을 고려해야 하기 때문",4,지속가능한 소비는 제품의 전 생애주기와 사회·환경적 영향을 함께 고려한다.,힌트: 제품을 산 뒤 어떻게 쓰고 버리는지도 중요합니다.
